#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.63366  0.38637  0.15163      NaN       NaN       NaN       NaN       NaN
   0.64350  0.37655  0.15233      NaN       NaN       NaN       NaN       NaN
   0.65321  0.36685  0.15295      NaN       NaN       NaN       NaN       NaN
   0.66279  0.35729  0.15349      NaN       NaN       NaN       NaN       NaN
   0.67222  0.34787  0.15394      NaN       NaN       NaN       NaN       NaN
   0.68149  0.33861  0.15431      NaN       NaN       NaN       NaN       NaN
   0.69059  0.32951  0.15461      NaN       NaN       NaN       NaN       NaN
   0.69952  0.32059  0.15482      NaN       NaN       NaN       NaN       NaN
   0.70825  0.31186  0.15496      NaN       NaN       NaN       NaN       NaN
   0.71677  0.30334  0.15503      NaN       NaN       NaN       NaN       NaN
   0.72509  0.29502  0.15501      NaN       NaN       NaN       NaN       NaN
   0.73320  0.28691  0.15487      NaN       NaN       NaN       NaN       NaN
   0.74115  0.27897  0.15461      NaN       NaN       NaN       NaN       NaN
   0.74895  0.27118  0.15423      NaN       NaN       NaN       NaN       NaN
   0.75661  0.26353  0.15374      NaN       NaN       NaN       NaN       NaN
   0.76416  0.25600  0.15314      NaN       NaN       NaN       NaN       NaN
   0.77160  0.24860  0.15244      NaN       NaN       NaN       NaN       NaN
   0.77894  0.24130  0.15164      NaN       NaN       NaN       NaN       NaN
   0.78618  0.23412  0.15073      NaN       NaN       NaN       NaN       NaN
   0.79333  0.22704  0.14973      NaN       NaN       NaN       NaN       NaN
   0.80039  0.22006  0.14863      NaN       NaN       NaN       NaN       NaN
   0.80737  0.21319  0.14744      NaN       NaN       NaN       NaN       NaN
   0.81426  0.20642  0.14616      NaN       NaN       NaN       NaN       NaN
   0.82107  0.19975  0.14480      NaN       NaN       NaN       NaN       NaN
   0.82779  0.19318  0.14335      NaN       NaN       NaN       NaN       NaN
   0.83443  0.18673  0.14182      NaN       NaN       NaN       NaN       NaN
   0.84098  0.18038  0.14021      NaN       NaN       NaN       NaN       NaN
   0.84744  0.17414  0.13853      NaN       NaN       NaN       NaN       NaN
   0.85381  0.16801  0.13678      NaN       NaN       NaN       NaN       NaN
   0.86009  0.16200  0.13497      NaN       NaN       NaN       NaN       NaN
   0.86628  0.15610  0.13309      NaN       NaN       NaN       NaN       NaN
   0.87237  0.15033  0.13115      NaN       NaN       NaN       NaN       NaN
   0.87836  0.14467  0.12916      NaN       NaN       NaN       NaN       NaN
   0.88425  0.13915  0.12712      NaN       NaN       NaN       NaN       NaN
   0.89004  0.13375  0.12504      NaN       NaN       NaN       NaN       NaN
   0.89572  0.12848  0.12291      NaN       NaN       NaN       NaN       NaN
   0.90129  0.12335  0.12075      NaN       NaN       NaN       NaN       NaN
   0.90676  0.11834  0.11856      NaN       NaN       NaN       NaN       NaN
   0.91211  0.11347  0.11634      NaN       NaN       NaN       NaN       NaN
   0.91734  0.10874  0.11410      NaN       NaN       NaN       NaN       NaN
   0.92246  0.10414  0.11184      NaN       NaN       NaN       NaN       NaN
   0.92747  0.09968  0.10956      NaN       NaN       NaN       NaN       NaN
   0.93236  0.09536  0.10728      NaN       NaN       NaN       NaN       NaN
   0.93714  0.09117  0.10499      NaN       NaN       NaN       NaN       NaN
   0.94180  0.08711  0.10270      NaN       NaN       NaN       NaN       NaN
   0.94634  0.08319  0.10041      NaN       NaN       NaN       NaN       NaN
   0.95077  0.07940  0.09812      NaN       NaN       NaN       NaN       NaN
   0.95509  0.07573  0.09584      NaN       NaN       NaN       NaN       NaN
   0.95929  0.07219  0.09356      NaN       NaN       NaN       NaN       NaN
   0.96339  0.06878  0.09130      NaN       NaN       NaN       NaN       NaN
   0.96737  0.06548  0.08906      NaN       NaN       NaN       NaN       NaN
   0.97126  0.06231  0.08682      NaN       NaN       NaN       NaN       NaN
   0.97503  0.05925  0.08461      NaN       NaN       NaN       NaN       NaN
   0.97871  0.05630  0.08241      NaN       NaN       NaN       NaN       NaN
   0.98229  0.05346  0.08023      NaN       NaN       NaN       NaN       NaN
   0.98578  0.05073  0.07807      NaN       NaN       NaN       NaN       NaN
   0.98917  0.04809  0.07593      NaN       NaN       NaN       NaN       NaN
   0.99247  0.04556  0.07381      NaN       NaN       NaN       NaN       NaN
   0.99569  0.04312  0.07171      NaN       NaN       NaN       NaN       NaN
   0.99882  0.04078  0.06963      NaN       NaN       NaN       NaN       NaN
   1.00187  0.03852  0.06758      NaN       NaN       NaN       NaN       NaN
   1.00485  0.03636  0.06554      NaN       NaN       NaN       NaN       NaN
   1.00774  0.03427  0.06353      NaN       NaN       NaN       NaN       NaN
   1.01057  0.03227  0.06154      NaN       NaN       NaN       NaN       NaN
   1.01332  0.03035  0.05956      NaN       NaN       NaN       NaN       NaN
   1.01601  0.02850  0.05761      NaN       NaN       NaN       NaN       NaN
   1.01863  0.02673  0.05568      NaN       NaN       NaN       NaN       NaN
   1.02119  0.02502  0.05377      NaN       NaN       NaN       NaN       NaN
   1.02369  0.02339  0.05188      NaN       NaN       NaN       NaN       NaN
   1.02613  0.02183  0.05001      NaN       NaN       NaN       NaN       NaN
   1.02852  0.02032  0.04815      NaN       NaN       NaN       NaN       NaN
   1.03085  0.01889  0.04631      NaN       NaN       NaN       NaN       NaN
   1.03313  0.01751  0.04449      NaN       NaN       NaN       NaN       NaN
   1.03536  0.01620  0.04269      NaN       NaN       NaN       NaN       NaN
   1.03754  0.01494  0.04091      NaN       NaN       NaN       NaN       NaN
   1.03968  0.01374  0.03914      NaN       NaN       NaN       NaN       NaN
   1.04178  0.01260  0.03738      NaN       NaN       NaN       NaN       NaN
   1.04383  0.01151  0.03564      NaN       NaN       NaN       NaN       NaN
   1.04584  0.01048  0.03392      NaN       NaN       NaN       NaN       NaN
   1.04781  0.00950  0.03221      NaN       NaN       NaN       NaN       NaN
   1.04974  0.00857  0.03051      NaN       NaN       NaN       NaN       NaN
   1.05164  0.00769  0.02883      NaN       NaN       NaN       NaN       NaN
   1.05351  0.00686  0.02716      NaN       NaN       NaN       NaN       NaN
   1.05534  0.00608  0.02550      NaN       NaN       NaN       NaN       NaN
   1.05714  0.00535  0.02386      NaN       NaN       NaN       NaN       NaN
   1.05890  0.00467  0.02223      NaN       NaN       NaN       NaN       NaN
   1.06064  0.00404  0.02061      NaN       NaN       NaN       NaN       NaN
   1.06235  0.00345  0.01900      NaN       NaN       NaN       NaN       NaN
   1.06403  0.00292  0.01741      NaN       NaN       NaN       NaN       NaN
   1.06569  0.00242  0.01583      NaN       NaN       NaN       NaN       NaN
   1.06732  0.00198  0.01426      NaN  0.000000  0.000000  0.000000       NaN
   1.06892  0.00158  0.01271      NaN  0.000000  0.000000  0.000000       NaN
   1.07051  0.00123  0.01116      NaN  0.000000  0.000000  0.000000       NaN
   1.07206  0.00092  0.00963      NaN  0.000000  0.000000  0.000000       NaN
   1.07360  0.00066  0.00812      NaN  0.000000  0.000000  0.000000       NaN
   1.07512  0.00044  0.00662      NaN  0.000000  0.000000  0.000000       NaN
   1.07662  0.00027  0.00513      NaN  0.000000  0.000000  0.000000       NaN
   1.07809  0.00014  0.00366      NaN  0.000000  0.000000  0.000000       NaN
   1.07955  0.00005  0.00220      NaN  0.000000  0.000000  0.000000       NaN
   1.08099  0.00001  0.00076      NaN  0.000000  0.000000  0.000000       NaN
   1.08242  0.00000 -0.00066      NaN  0.000000  0.000000  0.000000       NaN
   1.08384  0.00005 -0.00209      NaN  0.000000  0.000000  0.000000       NaN
   1.08528  0.00013 -0.00352      NaN  0.000000  0.000000  0.000000       NaN
   1.08673  0.00027 -0.00496      NaN  0.000000  0.000000  0.000000       NaN
   1.08818  0.00045 -0.00641      NaN  0.000000  0.000000  0.000000       NaN
   1.08965  0.00069 -0.00785      NaN  0.000000  0.000000  0.000000       NaN
   1.09112  0.00098 -0.00929      NaN  0.000000  0.000000  0.000000       NaN
   1.09260  0.00133 -0.01073      NaN  0.000000  0.000000  0.000000       NaN
   1.09409  0.00173 -0.01217      NaN  0.000000  0.000000  0.000000       NaN
   1.09559  0.00220 -0.01359      NaN  0.000000  0.000000  0.000000       NaN
   1.09710  0.00273 -0.01501      NaN  0.000000  0.000000  0.000000       NaN
   1.09863  0.00332 -0.01642      NaN  0.000000  0.000000  0.000000       NaN
   1.10017  0.00398 -0.01781      NaN  0.000000  0.000000  0.000000       NaN
   1.10172  0.00470 -0.01918      NaN  0.000000  0.000000  0.000000       NaN
   1.10329  0.00548 -0.02054      NaN  0.000000  0.000000  0.000000       NaN
   1.10487  0.00633 -0.02187      NaN  0.000000  0.000000  0.000000       NaN
   1.10647  0.00725 -0.02318      NaN  0.000000  0.000000  0.000000       NaN
   1.10808  0.00823 -0.02446      NaN  0.000000  0.000000  0.000000       NaN
   1.10972  0.00928 -0.02572      NaN  0.000000  0.000000  0.000000       NaN
   1.11137  0.01038 -0.02695      NaN  0.000000  0.000000  0.000000       NaN
   1.11305  0.01155 -0.02815      NaN  0.000000  0.000000  0.000000       NaN
   1.11475  0.01278 -0.02933      NaN  0.000000  0.000000  0.000000       NaN
   1.11648  0.01408 -0.03047      NaN  0.000000  0.000000  0.000000       NaN
   1.11823  0.01543 -0.03158      NaN  0.000000  0.000000  0.000000       NaN
   1.12000  0.01684 -0.03267      NaN  0.000000  0.000000  0.000000       NaN
   1.12181  0.01831 -0.03372      NaN  0.000000  0.000000  0.000000       NaN
   1.12365  0.01984 -0.03475      NaN  0.000000  0.000000  0.000000       NaN
   1.12552  0.02142 -0.03574      NaN  0.000000  0.000000  0.000000       NaN
   1.12743  0.02306 -0.03671      NaN  0.000000  0.000000  0.000000       NaN
   1.12937  0.02477 -0.03765      NaN  0.000000  0.000000  0.000000       NaN
   1.13136  0.02653 -0.03856      NaN  0.000000  0.000000  0.000000       NaN
   1.13338  0.02835 -0.03944      NaN  0.000000  0.000000  0.000000       NaN
   1.13545  0.03023 -0.04030      NaN  0.000000  0.000000  0.000000       NaN
   1.13756  0.03217 -0.04114      NaN  0.000000  0.000000  0.000000       NaN
   1.13973  0.03418 -0.04195      NaN  0.000000  0.000000  0.000000       NaN
   1.14194  0.03625 -0.04273      NaN  0.000000  0.000000  0.000000       NaN
   1.14421  0.03838 -0.04349      NaN  0.000000  0.000000  0.000000       NaN
   1.14654  0.04059 -0.04423      NaN  0.000000  0.000000  0.000000       NaN
   1.14893  0.04287 -0.04495      NaN  0.000000  0.000000  0.000000       NaN
   1.15138  0.04522 -0.04565      NaN  0.000000  0.000000  0.000000       NaN
   1.15390  0.04765 -0.04632      NaN  0.000000  0.000000  0.000000       NaN
   1.15650  0.05016 -0.04697      NaN  0.000000  0.000000  0.000000       NaN
   1.15917  0.05276 -0.04760      NaN  0.000000  0.000000  0.000000       NaN
   1.16193  0.05545 -0.04821      NaN  0.000000  0.000000  0.000000       NaN
   1.16477  0.05823 -0.04880      NaN  0.000000  0.000000  0.000000       NaN
   1.16771  0.06111 -0.04937      NaN  0.000000  0.000000  0.000000       NaN
   1.17074  0.06410 -0.04992      NaN  0.000000  0.000000  0.000000       NaN
   1.17389  0.06720 -0.05045      NaN  0.000000  0.000000  0.000000       NaN
   1.17715  0.07042 -0.05096      NaN  0.000000  0.000000  0.000000       NaN
   1.18052  0.07376 -0.05145      NaN  0.000000  0.000000  0.000000       NaN
   1.18403  0.07724 -0.05192      NaN  0.000000  0.000000  0.000000       NaN
   1.18768  0.08086 -0.05237      NaN  0.000000  0.000000  0.000000       NaN
   1.19148  0.08463 -0.05279      NaN  0.000000  0.000000  0.000000       NaN
   1.19543  0.08856 -0.05320      NaN  0.000000  0.000000  0.000000       NaN
   1.19956  0.09268 -0.05358      NaN  0.000000  0.000000  0.000000       NaN
   1.20388  0.09697 -0.05394      NaN  0.000000  0.000000  0.000000       NaN
   1.20839  0.10147 -0.05428      NaN  0.000000  0.000000  0.000000       NaN
   1.21311  0.10619 -0.05459      NaN  0.000000  0.000000  0.000000       NaN
   1.21807  0.11114 -0.05487      NaN  0.000000  0.000000  0.000000       NaN
   1.22327  0.11633 -0.05513      NaN  0.000000  0.000000  0.000000       NaN
   1.22874  0.12180 -0.05537      NaN  0.000000  0.000000  0.000000       NaN
   1.23449  0.12754 -0.05557      NaN  0.000000  0.000000  0.000000       NaN
   1.24055  0.13360 -0.05574      NaN  0.000000  0.000000  0.000000       NaN
   1.24694  0.13999 -0.05589      NaN  0.000000  0.000000  0.000000       NaN
   1.25367  0.14672 -0.05600      NaN  0.000000  0.000000  0.000000       NaN
   1.26078  0.15382 -0.05608      NaN  0.000000  0.000000  0.000000       NaN
   1.26827  0.16132 -0.05613      NaN  0.000000  0.000000  0.000000       NaN
   1.27617  0.16922 -0.05614      NaN  0.000000  0.000000  0.000000       NaN
   1.28449  0.17754 -0.05613      NaN  0.000000  0.000000  0.000000       NaN
   1.29325  0.18629 -0.05608      NaN  0.000000  0.000000  0.000000       NaN
   1.30243  0.19548 -0.05601      NaN  0.000000  0.000000  0.000000       NaN
   1.31205  0.20509 -0.05591      NaN  0.000000  0.000000  0.000000       NaN
   1.32207  0.21511 -0.05579      NaN  0.000000  0.000000  0.000000       NaN
   1.33246  0.22550 -0.05566      NaN  0.000000  0.000000  0.000000       NaN
   1.34317  0.23621 -0.05553      NaN  0.000000  0.000000  0.000000       NaN
   1.35413  0.24718 -0.05539      NaN  0.000000  0.000000  0.000000       NaN
   1.36530  0.25834 -0.05527      NaN  0.000000  0.000000  0.000000       NaN
   1.37659  0.26964 -0.05517      NaN  0.000000  0.000000  0.000000       NaN
   1.38798  0.28102 -0.05509      NaN  0.000000  0.000000  0.000000       NaN
   1.39942  0.29246 -0.05504      NaN  0.000000  0.000000  0.000000       NaN
   1.41087  0.30391 -0.05502      NaN  0.000000  0.000000  0.000000       NaN
   1.42233  0.31537 -0.05496      NaN  0.000000  0.000000  0.000000       NaN
   1.43380  0.32684 -0.05483      NaN  0.000000  0.000000  0.000000       NaN
   1.44530  0.33834 -0.05462      NaN  0.000000  0.000000  0.000000       NaN
   1.45686  0.34989 -0.05436      NaN  0.000000  0.000000  0.000000       NaN
   1.46847  0.36150 -0.05403      NaN  0.000000  0.000000  0.000000       NaN
   1.48015  0.37317 -0.05365      NaN  0.000000  0.000000  0.000000       NaN
   1.49189  0.38491 -0.05321      NaN  0.000000  0.000000  0.000000       NaN
   1.50372  0.39672 -0.05272      NaN  0.000000  0.000000  0.000000       NaN
   1.51562  0.40861 -0.05218      NaN  0.000000  0.000000  0.000000       NaN
   1.52760  0.42058 -0.05158      NaN  0.000000  0.000000  0.000000       NaN
   1.53966  0.43262 -0.05095      NaN  0.000000  0.000000  0.000000       NaN
   1.55179  0.44474 -0.05027      NaN  0.000000  0.000000  0.000000       NaN
   1.56401  0.45693 -0.04954      NaN  0.000000  0.000000  0.000000       NaN
   1.57630  0.46920 -0.04878      NaN  0.000000  0.000000  0.000000       NaN
   1.58867  0.48154 -0.04798      NaN  0.000000  0.000000  0.000000       NaN
   1.60111  0.49395 -0.04714      NaN  0.000000  0.000000  0.000000       NaN
   1.61362  0.50643 -0.04628      NaN  0.000000  0.000000  0.000000       NaN
   1.62619  0.51898 -0.04537      NaN  0.000000  0.000000  0.000000       NaN
   1.63884  0.53159 -0.04444      NaN  0.000000  0.000000  0.000000       NaN
   1.65154  0.54426 -0.04349      NaN  0.000000  0.000000  0.000000       NaN
   1.66431  0.55698 -0.04250      NaN  0.000000  0.000000  0.000000       NaN
   1.67713  0.56976 -0.04150      NaN  0.000000  0.000000  0.000000       NaN
   1.69000  0.58259 -0.04047      NaN  0.000000  0.000000  0.000000       NaN
   1.70292  0.59547 -0.03942      NaN  0.000000  0.000000  0.000000       NaN
   1.71589  0.60840 -0.03835      NaN  0.000000  0.000000  0.000000       NaN
   1.72890  0.62136 -0.03726      NaN  0.000000  0.000000  0.000000       NaN
   1.74195  0.63437 -0.03616      NaN  0.000000  0.000000  0.000000       NaN
   1.75504  0.64740 -0.03504      NaN  0.000000  0.000000  0.000000       NaN
   1.76815  0.66047 -0.03391      NaN  0.000000  0.000000  0.000000       NaN
   1.78129  0.67356 -0.03277      NaN  0.000000  0.000000  0.000000       NaN
   1.79445  0.68667 -0.03162      NaN  0.000000  0.000000  0.000000       NaN
   1.80762  0.69979 -0.03046      NaN  0.000000  0.000000  0.000000       NaN
   1.82081  0.71293 -0.02930      NaN  0.000000  0.000000  0.000000       NaN
   1.83400  0.72606 -0.02812      NaN  0.000000  0.000000  0.000000       NaN
   1.84719  0.73920 -0.02694      NaN  0.000000  0.000000  0.000000       NaN
   1.86037  0.75232 -0.02576      NaN  0.000000  0.000000  0.000000       NaN
   1.87352  0.76543 -0.02457      NaN  0.000000  0.000000  0.000000       NaN
   1.88665  0.77850 -0.02338      NaN  0.000000  0.000000  0.000000       NaN
   1.89973  0.79153 -0.02219      NaN  0.000000  0.000000  0.000000       NaN
   1.91275  0.80449 -0.02100      NaN  0.000000  0.000000  0.000000       NaN
   1.92570  0.81739 -0.01981      NaN  0.000000  0.000000  0.000000       NaN
   1.93855  0.83018 -0.01863      NaN  0.000000  0.000000  0.000000       NaN
   1.95127  0.84285 -0.01745      NaN  0.000000  0.000000  0.000000       NaN
   1.96385  0.85537 -0.01629      NaN  0.000000  0.000000  0.000000       NaN
   1.97624  0.86771 -0.01513      NaN  0.000000  0.000000  0.000000       NaN
   1.98841  0.87982 -0.01399      NaN  0.000000  0.000000  0.000000       NaN
   2.00032  0.89168 -0.01286      NaN  0.000000  0.000000  0.000000       NaN
   2.01193  0.90324 -0.01176      NaN  0.000000  0.000000  0.000000       NaN
   2.02320  0.91445 -0.01068      NaN  0.000000  0.000000  0.000000       NaN
   2.03408  0.92529 -0.00964      NaN  0.000000  0.000000  0.000000       NaN
   2.04455  0.93570 -0.00863      NaN  0.000000  0.000000  0.000000       NaN
   2.05456  0.94567 -0.00765      NaN  0.000000  0.000000  0.000000       NaN
   2.06411  0.95517 -0.00672      NaN  0.000000  0.000000  0.000000       NaN
   2.07317  0.96419 -0.00582      NaN  0.000000  0.000000  0.000000       NaN
   2.08174  0.97272 -0.00497      NaN  0.000000  0.000000  0.000000       NaN
   2.08983  0.98077 -0.00416      NaN  0.000000  0.000000  0.000000       NaN
   2.09745  0.98835 -0.00339      NaN  0.000000  0.000000  0.000000       NaN
   2.10462  0.99548 -0.00267      NaN  0.000000  0.000000  0.000000       NaN
   2.10916  1.00000 -0.00221      NaN  0.000000  0.000000  0.000000       NaN
   2.10916  1.00010 -0.00001      NaN       NaN       NaN  0.000000       NaN
   2.11370  1.00459 -0.00062      NaN       NaN       NaN  0.000000       NaN
   2.11864  1.00950 -0.00120      NaN       NaN       NaN  0.000000       NaN
   2.12404  1.01487 -0.00180      NaN       NaN       NaN  0.000000       NaN
   2.12993  1.02072 -0.00243      NaN       NaN       NaN  0.000000       NaN
   2.13635  1.02711 -0.00309      NaN       NaN       NaN  0.000000       NaN
   2.14336  1.03408 -0.00378      NaN       NaN       NaN  0.000000       NaN
   2.15100  1.04169 -0.00451      NaN       NaN       NaN  0.000000       NaN
   2.15934  1.05000 -0.00528      NaN       NaN       NaN  0.000000       NaN
   2.16844  1.05906 -0.00608      NaN       NaN       NaN  0.000000       NaN
   2.17837  1.06895 -0.00691      NaN       NaN       NaN  0.000000       NaN
   2.18920  1.07975 -0.00779      NaN       NaN       NaN  0.000000       NaN
   2.20102  1.09153 -0.00870      NaN       NaN       NaN  0.000000       NaN
   2.21391  1.10439 -0.00966      NaN       NaN       NaN  0.000000       NaN
   2.22797  1.11841 -0.01065      NaN       NaN       NaN  0.000000       NaN
   2.24331  1.13372 -0.01167      NaN       NaN       NaN  0.000000       NaN
   2.26005  1.15043 -0.01274      NaN       NaN       NaN  0.000000       NaN
   2.27831  1.16866 -0.01383      NaN       NaN       NaN  0.000000       NaN
   2.29824  1.18855 -0.01496      NaN       NaN       NaN  0.000000       NaN
   2.31997  1.21025 -0.01611      NaN       NaN       NaN  0.000000       NaN
   2.34369  1.23394 -0.01729      NaN       NaN       NaN  0.000000       NaN
   2.36956  1.25978 -0.01848      NaN       NaN       NaN  0.000000       NaN
   2.39778  1.28798 -0.01969      NaN       NaN       NaN  0.000000       NaN
   2.42858  1.31875 -0.02089      NaN       NaN       NaN  0.000000       NaN
   2.46217  1.35232 -0.02210      NaN       NaN       NaN  0.000000       NaN
   2.49882  1.38895 -0.02328      NaN       NaN       NaN  0.000000       NaN
   2.53881  1.42892 -0.02444      NaN       NaN       NaN  0.000000       NaN
   2.58243  1.47253 -0.02555      NaN       NaN       NaN  0.000000       NaN
   2.63002  1.52011 -0.02661      NaN       NaN       NaN  0.000000       NaN
   2.68194  1.57203 -0.02759      NaN       NaN       NaN  0.000000       NaN
   2.73859  1.62866 -0.02847      NaN       NaN       NaN  0.000000       NaN
   2.80039  1.69046 -0.02924      NaN       NaN       NaN  0.000000       NaN
   2.86781  1.75788 -0.02986      NaN       NaN       NaN  0.000000       NaN
   2.94137  1.83143 -0.03031      NaN       NaN       NaN  0.000000       NaN
   3.02162  1.91168 -0.03056      NaN       NaN       NaN  0.000000       NaN
   3.10917  1.99923 -0.03057      NaN       NaN       NaN  0.000000       NaN
