NACA 5321                                       
 Alfa =   2.00000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00221  0.13501
   0.99578  0.00384  0.13081
   0.98916  0.00639  0.12390
   0.98218  0.00905  0.11638
   0.97484  0.01182  0.10806
   0.96714  0.01470  0.09883
   0.95909  0.01768  0.08888
   0.95068  0.02075  0.07805
   0.94195  0.02391  0.06623
   0.93291  0.02715  0.05354
   0.92358  0.03045  0.03991
   0.91399  0.03379  0.02515
   0.90417  0.03718  0.00944
   0.89414  0.04059 -0.00753
   0.88392  0.04401 -0.02564
   0.87355  0.04744 -0.04443
   0.86305  0.05087 -0.06420
   0.85242  0.05428 -0.08452
   0.84170  0.05767 -0.10525
   0.83090  0.06104 -0.12630
   0.82003  0.06438 -0.14724
   0.80909  0.06769 -0.16813
   0.79812  0.07095 -0.18892
   0.78710  0.07418 -0.20984
   0.77604  0.07736 -0.23075
   0.76497  0.08049 -0.25181
   0.75387  0.08358 -0.27322
   0.74275  0.08662 -0.29520
   0.73162  0.08960 -0.31812
   0.72049  0.09254 -0.34223
   0.70935  0.09542 -0.36792
   0.69820  0.09824 -0.40695
   0.68706  0.10101 -0.43554
   0.67593  0.10373 -0.46761
   0.66479  0.10638 -0.50521
   0.65367  0.10897 -0.55217
   0.64256  0.11151 -0.61208
   0.63146  0.11398 -0.71398
   0.62038  0.11639 -0.80807
   0.60932  0.11874 -0.90941
   0.59828  0.12103 -1.06500
   0.58726  0.12325 -1.06862
   0.57627  0.12540 -1.07170
   0.56530  0.12749 -1.07453
   0.55437  0.12950 -1.07720
   0.54346  0.13145 -1.07975
   0.53260  0.13333 -1.08223
   0.52177  0.13513 -1.08466
   0.51099  0.13687 -1.08709
   0.50025  0.13853 -1.08954
   0.48956  0.14011 -1.09204
   0.47893  0.14162 -1.09461
   0.46835  0.14305 -1.09730
   0.45783  0.14441 -1.10013
   0.44738  0.14568 -1.10315
   0.43699  0.14688 -1.10639
   0.42669  0.14799 -1.10991
   0.41647  0.14902 -1.11377
   0.40633  0.14998 -1.11804
   0.39630  0.15084 -1.12280
   0.38637  0.15163 -1.12812
   0.37655  0.15233 -1.13414
   0.36685  0.15295 -1.14097
   0.35729  0.15349 -1.14877
   0.34787  0.15394 -1.15774
   0.33861  0.15431 -1.16809
   0.32951  0.15461 -1.18005
   0.32059  0.15482 -1.19387
   0.31186  0.15496 -1.20986
   0.30334  0.15503 -1.22744
   0.29502  0.15501 -1.24723
   0.28691  0.15487 -1.26983
   0.27897  0.15461 -1.29463
   0.27118  0.15423 -1.32047
   0.26353  0.15374 -1.34623
   0.25600  0.15314 -1.37050
   0.24860  0.15244 -1.39274
   0.24130  0.15164 -1.41232
   0.23412  0.15073 -1.42902
   0.22704  0.14973 -1.44261
   0.22006  0.14863 -1.45308
   0.21319  0.14744 -1.46050
   0.20642  0.14616 -1.46487
   0.19975  0.14480 -1.46647
   0.19318  0.14335 -1.46529
   0.18673  0.14182 -1.46153
   0.18038  0.14021 -1.45517
   0.17414  0.13853 -1.44627
   0.16801  0.13678 -1.43591
   0.16200  0.13497 -1.42231
   0.15610  0.13309 -1.40765
   0.15033  0.13115 -1.39048
   0.14467  0.12916 -1.37184
   0.13915  0.12712 -1.35141
   0.13375  0.12504 -1.32945
   0.12848  0.12291 -1.30597
