NACA 5321                                       
 Alfa =   1.00000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00221  0.10608
   0.99578  0.00384  0.10219
   0.98916  0.00639  0.09527
   0.98218  0.00905  0.08777
   0.97484  0.01182  0.07946
   0.96714  0.01470  0.07044
   0.95909  0.01768  0.06059
   0.95068  0.02075  0.04991
   0.94195  0.02391  0.03836
   0.93291  0.02715  0.02609
   0.92358  0.03045  0.01307
   0.91399  0.03379 -0.00072
   0.90417  0.03718 -0.01528
   0.89414  0.04059 -0.03049
   0.88392  0.04401 -0.04627
   0.87355  0.04744 -0.06263
   0.86305  0.05087 -0.07953
   0.85242  0.05428 -0.09685
   0.84170  0.05767 -0.11464
   0.83090  0.06104 -0.13271
   0.82003  0.06438 -0.15126
   0.80909  0.06769 -0.17021
   0.79812  0.07095 -0.18964
   0.78710  0.07418 -0.20961
   0.77604  0.07736 -0.23034
   0.76497  0.08049 -0.25197
   0.75387  0.08358 -0.27475
   0.74275  0.08662 -0.29911
   0.73162  0.08960 -0.32548
   0.72049  0.09254 -0.35460
   0.70935  0.09542 -0.38713
   0.69820  0.09824 -0.42405
   0.68706  0.10101 -0.46608
   0.67593  0.10373 -0.51211
   0.66479  0.10638 -0.57619
   0.65367  0.10897 -0.64590
   0.64256  0.11151 -0.72005
   0.63146  0.11398 -0.80219
   0.62038  0.11639 -0.89664
   0.60932  0.11874 -1.01160
   0.59828  0.12103 -0.98121
   0.58726  0.12325 -0.98419
   0.57627  0.12540 -0.98701
   0.56530  0.12749 -0.98971
   0.55437  0.12950 -0.99234
   0.54346  0.13145 -0.99494
   0.53260  0.13333 -0.99754
   0.52177  0.13513 -1.00016
   0.51099  0.13687 -1.00283
   0.50025  0.13853 -1.00559
   0.48956  0.14011 -1.00847
   0.47893  0.14162 -1.01149
   0.46835  0.14305 -1.01471
   0.45783  0.14441 -1.01815
   0.44738  0.14568 -1.02188
   0.43699  0.14688 -1.02593
   0.42669  0.14799 -1.03038
   0.41647  0.14902 -1.03529
   0.40633  0.14998 -1.04075
   0.39630  0.15084 -1.04685
   0.38637  0.15163 -1.05369
