NACA 5321                                       
 Alfa =   0.00000 Re =    60000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   0.00027 -0.00496  0.90355
   0.00045 -0.00641  0.87093
   0.00069 -0.00785  0.83150
   0.00098 -0.00929  0.78496
   0.00133 -0.01073  0.73421
   0.00173 -0.01217  0.67706
   0.00220 -0.01359  0.61537
   0.00273 -0.01501  0.54869
   0.00332 -0.01642  0.47772
   0.00398 -0.01781  0.40392
   0.00470 -0.01918  0.32807
   0.00548 -0.02054  0.24961
   0.00633 -0.02187  0.17296
   0.00725 -0.02318  0.09677
   0.00823 -0.02446  0.02224
   0.00928 -0.02572 -0.04971
   0.01038 -0.02695 -0.11779
   0.01155 -0.02815 -0.18195
   0.01278 -0.02933 -0.24156
   0.01408 -0.03047 -0.29481
   0.01543 -0.03158 -0.34535
   0.01684 -0.03267 -0.39069
   0.01831 -0.03372 -0.42994
   0.01984 -0.03475 -0.46560
   0.02142 -0.03574 -0.49597
   0.02306 -0.03671 -0.52333
   0.02477 -0.03765 -0.54641
   0.02653 -0.03856 -0.56554
   0.02835 -0.03944 -0.58099
   0.03023 -0.04030 -0.59381
   0.03217 -0.04114 -0.60299
   0.03418 -0.04195 -0.61011
   0.03625 -0.04273 -0.61529
   0.03838 -0.04349 -0.61770
   0.04059 -0.04423 -0.61836
   0.04287 -0.04495 -0.61751
   0.04522 -0.04565 -0.61488
   0.04765 -0.04632 -0.61092
   0.05016 -0.04697 -0.60601
   0.05276 -0.04760 -0.59952
   0.05545 -0.04821 -0.59228
   0.05823 -0.04880 -0.58393
   0.06111 -0.04937 -0.57500
   0.06410 -0.04992 -0.56507
   0.06720 -0.05045 -0.55457
   0.07042 -0.05096 -0.54344
   0.07376 -0.05145 -0.53176
   0.07724 -0.05192 -0.51970
   0.08086 -0.05237 -0.50723
   0.08463 -0.05279 -0.49426
   0.08856 -0.05320 -0.48103
   0.09268 -0.05358 -0.46747
   0.09697 -0.05394 -0.45360
   0.10147 -0.05428 -0.43952
   0.10619 -0.05459 -0.42520
   0.11114 -0.05487 -0.41085
   0.11633 -0.05513 -0.39636
   0.12180 -0.05537 -0.38169
   0.12754 -0.05557 -0.36704
   0.13360 -0.05574 -0.35233
   0.13999 -0.05589 -0.33768
   0.14672 -0.05600 -0.32309
   0.15382 -0.05608 -0.30856
   0.16132 -0.05613 -0.29417
   0.16922 -0.05614 -0.27996
   0.17754 -0.05613 -0.26597
   0.18629 -0.05608 -0.25223
   0.19548 -0.05601 -0.23881
   0.20509 -0.05591 -0.22572
   0.21511 -0.05579 -0.21308
   0.22550 -0.05566 -0.20096
   0.23621 -0.05553 -0.18943
   0.24718 -0.05539 -0.17864
   0.25834 -0.05527 -0.16873
   0.26964 -0.05517 -0.15990
   0.28102 -0.05509 -0.15241
   0.29246 -0.05504 -0.14655
   0.30391 -0.05502 -0.14300
   0.31537 -0.05496 -0.14038
   0.32684 -0.05483 -0.13781
   0.33834 -0.05462 -0.13501
   0.34989 -0.05436 -0.13182
   0.36150 -0.05403 -0.12812
   0.37317 -0.05365 -0.12392
   0.38491 -0.05321 -0.11921
   0.39672 -0.05272 -0.11402
   0.40861 -0.05218 -0.10845
   0.42058 -0.05158 -0.10257
   0.43262 -0.05095 -0.09639
   0.44474 -0.05027 -0.09000
   0.45693 -0.04954 -0.08353
   0.46920 -0.04878 -0.07695
   0.48154 -0.04798 -0.07038
   0.49395 -0.04714 -0.06386
   0.50643 -0.04628 -0.05746
   0.51898 -0.04537 -0.05121
   0.53159 -0.04444 -0.04516
   0.54426 -0.04349 -0.03936
   0.55698 -0.04250 -0.03381
   0.56976 -0.04150 -0.02853
   0.58259 -0.04047 -0.02352
   0.59547 -0.03942 -0.01879
   0.60840 -0.03835 -0.01429
   0.62136 -0.03726 -0.01002
   0.63437 -0.03616 -0.00594
   0.64740 -0.03504 -0.00210
   0.66047 -0.03391  0.00149
   0.67356 -0.03277  0.00485
   0.68667 -0.03162  0.00799
   0.69979 -0.03046  0.01091
   0.71293 -0.02930  0.01363
   0.72606 -0.02812  0.01616
   0.73920 -0.02694  0.01851
   0.75232 -0.02576  0.02070
   0.76543 -0.02457  0.02274
   0.77850 -0.02338  0.02463
   0.79153 -0.02219  0.02640
   0.80449 -0.02100  0.02804
   0.81739 -0.01981  0.02958
   0.83018 -0.01863  0.03101
   0.84285 -0.01745  0.03234
   0.85537 -0.01629  0.03359
   0.86771 -0.01513  0.03475
   0.87982 -0.01399  0.03584
   0.89168 -0.01286  0.03685
   0.90324 -0.01176  0.03779
   0.91445 -0.01068  0.03866
   0.92529 -0.00964  0.03948
   0.93570 -0.00863  0.04023
   0.94567 -0.00765  0.04094
   0.95517 -0.00672  0.04160
   0.96419 -0.00582  0.04221
   0.97272 -0.00497  0.04279
   0.98077 -0.00416  0.04335
   0.98835 -0.00339  0.05913
   0.99548 -0.00267  0.07497
   1.00000 -0.00221  0.08469
