#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.49721  0.52177  0.13513  1.44384  0.020185  0.001658 -0.000888    12.177
   0.50813  0.51099  0.13687  1.44468  0.019636  0.001646 -0.000899    11.932
   0.51899  0.50025  0.13853  1.44552  0.019040  0.001634 -0.000911    11.652
   0.52980  0.48956  0.14011  1.44639  0.018404  0.001623 -0.000923    11.342
   0.54054  0.47893  0.14162  1.44728  0.017734  0.001611 -0.000937    11.007
   0.55122  0.46835  0.14305  1.44821  0.017038  0.001600 -0.000952    10.650
   0.56182  0.45783  0.14441  1.44918  0.016319  0.001588 -0.000968    10.275
   0.57235  0.44738  0.14568  1.45022  0.015585  0.001576 -0.000987     9.887
   0.58280  0.43699  0.14688  1.45134  0.014837  0.001564 -0.001008     9.487
   0.59317  0.42669  0.14799  1.45255  0.014083  0.001551 -0.001031     9.079
   0.60344  0.41647  0.14902  1.45388  0.013324  0.001538 -0.001058     8.665
   0.61362  0.40633  0.14998  1.45535  0.012567  0.001523 -0.001090     8.249
   0.62370  0.39630  0.15084  1.45698  0.011815  0.001508 -0.001127     7.833
   0.63366  0.38637  0.15163  1.45881  0.011069  0.001492 -0.001169     7.417
   0.64350  0.37655  0.15233  1.46087  0.010337  0.001475 -0.001215     7.008
   0.65321  0.36685  0.15295  1.46321  0.009619  0.001457 -0.001250     6.604
   0.66279  0.35729  0.15349  1.46587  0.008919  0.001437 -0.001264     6.208
   0.67222  0.34787  0.15394  1.46892  0.008239  0.001415 -0.001227     5.822
   0.68149  0.33861  0.15431  1.47244  0.007583  0.001392 -0.001085     5.449
   0.69059  0.32951  0.15461  1.47650  0.006952  0.001367 -0.000777     5.087
   0.69952  0.32059  0.15482  1.48117  0.006346  0.001340 -0.000202     4.737
   0.70825  0.31186  0.15496  1.48656  0.005768  0.001310  0.000697     4.403
   0.71677  0.30334  0.15503  1.49246  0.005207  0.001280  0.001805     4.069
   0.72509  0.29502  0.15501  1.49908  0.004683  0.001247  0.003034     3.756
   0.73320  0.28691  0.15487  1.50659  0.004236  0.001211  0.004327     3.497
   0.74115  0.27897  0.15461  1.51480  0.003860  0.001173  0.005655     3.291
   0.74895  0.27118  0.15423  1.52331  0.003547  0.001134  0.006940     3.127
   0.75661  0.26353  0.15374  1.53174  0.003282  0.001096  0.008188     2.995
   0.76416  0.25600  0.15314  1.53964  0.003064  0.001060  0.009382     2.891
   0.77160  0.24860  0.15244  1.54685  0.002879  0.001025  0.010514     2.808
   0.77894  0.24130  0.15164  1.55317  0.002722  0.000993  0.011587     2.740
   0.78618  0.23412  0.15073  1.55853  0.002586  0.000963  0.012593     2.685
   0.79333  0.22704  0.14973  1.56288  0.002469  0.000936  0.013547     2.639
   0.80039  0.22006  0.14863  1.56623  0.002366  0.000910  0.014438     2.601
   0.80737  0.21319  0.14744  1.56860  0.002275  0.000886  0.015290     2.569
   0.81426  0.20642  0.14616  1.56999  0.002195  0.000863  0.016091     2.542
   0.82107  0.19975  0.14480  1.57050  0.002121  0.000842  0.016857     2.519
   0.82779  0.19318  0.14335  1.57012  0.002055  0.000822  0.017579     2.499
   0.83443  0.18673  0.14182  1.56893  0.001994  0.000804  0.018230     2.481
   0.84098  0.18038  0.14021  1.56690  0.001938  0.000786  0.018954     2.466
   0.84744  0.17414  0.13853  1.56406  0.001887  0.000769  0.019508     2.454
   0.85381  0.16801  0.13678  1.56074  0.001836  0.000753  0.020148     2.440
   0.86009  0.16200  0.13497  1.55638  0.001793  0.000738  0.020699     2.431
   0.86628  0.15610  0.13309  1.55166  0.001749  0.000722  0.021248     2.420
   0.87237  0.15033  0.13115  1.54612  0.001709  0.000708  0.021770     2.413
   0.87836  0.14467  0.12916  1.54008  0.001671  0.000695  0.022275     2.405
   0.88425  0.13915  0.12712  1.53343  0.001634  0.000682  0.022746     2.398
   0.89004  0.13375  0.12504  1.52625  0.001599  0.000669  0.023222     2.392
   0.89572  0.12848  0.12291  1.51854  0.001567  0.000656  0.023633     2.386
   0.90129  0.12335  0.12075  1.51040  0.001534  0.000644  0.024074     2.381
   0.90676  0.11834  0.11856  1.50168  0.001505  0.000633  0.024504     2.377
   0.91211  0.11347  0.11634  1.49266  0.001475  0.000622  0.024865     2.372
   0.91734  0.10874  0.11410  1.48321  0.001446  0.000611  0.025290     2.368
   0.92246  0.10414  0.11184  1.47328  0.001419  0.000600  0.025632     2.365
   0.92747  0.09968  0.10956  1.46315  0.001391  0.000589  0.025978     2.361
   0.93236  0.09536  0.10728  1.45248  0.001366  0.000579  0.026352     2.359
   0.93714  0.09117  0.10499  1.44157  0.001341  0.000569  0.026656     2.356
   0.94180  0.08711  0.10270  1.43042  0.001316  0.000559  0.027032     2.353
   0.94634  0.08319  0.10041  1.41887  0.001293  0.000550  0.027337     2.351
   0.95077  0.07940  0.09812  1.40720  0.001269  0.000540  0.027733     2.348
   0.95509  0.07573  0.09584  1.39509  0.001247  0.000531  0.027970     2.346
   0.95929  0.07219  0.09356  1.38291  0.001223  0.000522  0.028300     2.342
   0.96339  0.06878  0.09130  1.37014  0.001202  0.000513  0.028509     2.342
   0.96737  0.06548  0.08906  1.35739  0.001180  0.000505  0.028922     2.339
   0.97126  0.06231  0.08682  1.34420  0.001161  0.000496  0.029144     2.340
   0.97503  0.05925  0.08461  1.33117  0.001138  0.000487  0.029464     2.335
   0.97871  0.05630  0.08241  1.31750  0.001119  0.000479  0.029659     2.335
   0.98229  0.05346  0.08023  1.30381  0.001098  0.000471  0.030063     2.332
   0.98578  0.05073  0.07807  1.28971  0.001080  0.000463  0.030295     2.332
   0.98917  0.04809  0.07593  1.27571  0.001059  0.000455  0.030591     2.328
   0.99247  0.04556  0.07381  1.26110  0.001040  0.000447  0.030747     2.327
   0.99569  0.04312  0.07171  1.24637  0.001021  0.000439  0.031104     2.325
   0.99882  0.04078  0.06963  1.23115  0.001004  0.000432  0.031360     2.326
   1.00187  0.03852  0.06758  1.21608  0.000985  0.000424  0.031487     2.322
   1.00485  0.03636  0.06554  1.20048  0.000967  0.000417  0.031892     2.320
   1.00774  0.03427  0.06353  1.18450  0.000950  0.000409  0.032153     2.321
   1.01057  0.03227  0.06154  1.16860  0.000930  0.000402  0.032216     2.315
   1.01332  0.03035  0.05956  1.15197  0.000913  0.000395  0.032477     2.313
   1.01601  0.02850  0.05761  1.13485  0.000898  0.000388  0.032850     2.315
   1.01863  0.02673  0.05568  1.11780  0.000880  0.000381  0.032895     2.312
   1.02119  0.02502  0.05377  1.10029  0.000862  0.000374  0.033245     2.307
   1.02369  0.02339  0.05188  1.08199  0.000847  0.000367  0.033219     2.308
   1.02613  0.02183  0.05001  1.06367  0.000829  0.000360  0.033661     2.302
   1.02852  0.02032  0.04815  1.04441  0.000815  0.000354  0.033415     2.304
   1.03085  0.01889  0.04631  1.02519  0.000796  0.000347  0.033891     2.296
   1.03313  0.01751  0.04449  1.00472  0.000785  0.000341  0.033548     2.301
   1.03536  0.01620  0.04269  0.98467  0.000765  0.000334  0.033932     2.292
   1.03754  0.01494  0.04091  0.96308  0.000755  0.000328  0.034082     2.298
   1.03968  0.01374  0.03914  0.94199  0.000736  0.000321  0.033723     2.289
   1.04178  0.01260  0.03738  0.91949  0.000721  0.000315  0.033978     2.284
   1.04383  0.01151  0.03564  0.89603  0.000709  0.000310  0.033523     2.288
   1.04584  0.01048  0.03392  0.87265  0.000692  0.000304  0.033889     2.280
   1.04781  0.00950  0.03221  0.84785  0.000682  0.000298  0.033340     2.284
   1.04974  0.00857  0.03051  0.82308  0.000663  0.000292  0.033026     2.272
   1.05164  0.00769  0.02883  0.79634  0.000654  0.000287  0.032891     2.275
   1.05351  0.00686  0.02716  0.76954  0.000641  0.000282  0.032186     2.273
   1.05534  0.00608  0.02550  0.74192  0.000627  0.000276  0.032376     2.268
   1.05714  0.00535  0.02386  0.71317  0.000616  0.000271  0.030920     2.270
   1.05890  0.00467  0.02223  0.68382  0.000599  0.000266  0.030971     2.254
   1.06064  0.00404  0.02061  0.65228  0.000595  0.000262  0.029643     2.270
   1.06235  0.00345  0.01900  0.62158  0.000577  0.000256  0.029238     2.251
   1.06403  0.00292  0.01741  0.58831  0.000572  0.000253  0.027746     2.261
   1.06569  0.00242  0.01583  0.55512  0.000557  0.000248  0.026920     2.246
   1.06732  0.00198  0.01426  0.51997  0.000552  0.000245  0.025941     2.257
   1.06892  0.00158  0.01271  0.48516  0.000539  0.000240  0.024027     2.250
   1.07051  0.00123  0.01116  0.44828  0.000528  0.000236  0.022964     2.237
   1.07206  0.00092  0.00963  0.41002  0.000525  0.000234  0.020929     2.249
   1.07360  0.00066  0.00812  0.37207  0.000513  0.000229  0.020105     2.239
   1.07512  0.00044  0.00662  0.33281  0.000509  0.000226  0.016650     2.248
   1.07662  0.00027  0.00513  0.29212  0.000494  0.000223  0.016275     2.217
   1.07809  0.00014  0.00366  0.25094  0.000504  0.000223  0.013115     2.265
   1.07955  0.00005  0.00220  0.21020  0.000476  0.000215  0.011601     2.209
   1.08099  0.00001  0.00076  0.16637  0.000490  0.000218  0.008913     2.254
   1.08242  0.00000 -0.00066  0.12391  0.000469  0.000212  0.006561     2.214
   1.08384  0.00005 -0.00209  0.07902  0.000478  0.000212  0.003831     2.250
   1.08528  0.00013 -0.00352  0.03350  0.000456  0.000205  0.001087     2.218
   1.08673  0.00027 -0.00496 -0.01472  0.000453  0.000203  0.001666     2.230
   1.08818  0.00045 -0.00641 -0.06260  0.000453  0.000203  0.004857     2.230
   1.08965  0.00069 -0.00785 -0.11263  0.000453  0.000203  0.007661     2.230
   1.09112  0.00098 -0.00929 -0.16337  0.000456  0.000206  0.010870     2.217
   1.09260  0.00133 -0.01073 -0.21458  0.000450  0.000202  0.014151     2.233
   1.09409  0.00173 -0.01217 -0.26620  0.000450  0.000201  0.016718     2.235
   1.09559  0.00220 -0.01359 -0.31925  0.000446  0.000201  0.020071     2.222
   1.09710  0.00273 -0.01501 -0.37100  0.000454  0.000202  0.022588     2.242
   1.09863  0.00332 -0.01642 -0.42283  0.000452  0.000203  0.025435     2.228
   1.10017  0.00398 -0.01781 -0.47370  0.000459  0.000205  0.027707     2.240
   1.10172  0.00470 -0.01918 -0.52406  0.000461  0.000206  0.029452     2.235
   1.10329  0.00548 -0.02054 -0.57284  0.000469  0.000209  0.032028     2.245
   1.10487  0.00633 -0.02187 -0.61892  0.000480  0.000213  0.032410     2.252
   1.10647  0.00725 -0.02318 -0.66471  0.000484  0.000216  0.034018     2.245
   1.10808  0.00823 -0.02446 -0.70651  0.000502  0.000221  0.034914     2.267
   1.10972  0.00928 -0.02572 -0.74626  0.000513  0.000226  0.035360     2.265
   1.11137  0.01038 -0.02695 -0.78386  0.000527  0.000232  0.035726     2.271
   1.11305  0.01155 -0.02815 -0.81882  0.000543  0.000238  0.035305     2.279
   1.11475  0.01278 -0.02933 -0.85147  0.000559  0.000245  0.035336     2.284
   1.11648  0.01408 -0.03047 -0.88065  0.000581  0.000253  0.035192     2.299
   1.11823  0.01543 -0.03158 -0.90789  0.000600  0.000261  0.034289     2.303
   1.12000  0.01684 -0.03267 -0.93325  0.000620  0.000269  0.033524     2.308
   1.12181  0.01831 -0.03372 -0.95566  0.000645  0.000278  0.032729     2.323
   1.12365  0.01984 -0.03475 -0.97583  0.000671  0.000287  0.032008     2.333
   1.12552  0.02142 -0.03574 -0.99405  0.000697  0.000298  0.031114     2.342
   1.12743  0.02306 -0.03671 -1.01075  0.000723  0.000308  0.029918     2.349
   1.12937  0.02477 -0.03765 -1.02576  0.000751  0.000318  0.029095     2.358
   1.13136  0.02653 -0.03856 -1.03873  0.000783  0.000330  0.027697     2.372
   1.13338  0.02835 -0.03944 -1.05066  0.000812  0.000341  0.026897     2.379
   1.13545  0.03023 -0.04030 -1.06051  0.000849  0.000354  0.025753     2.396
   1.13756  0.03217 -0.04114 -1.06976  0.000880  0.000367  0.024853     2.402
   1.13973  0.03418 -0.04195 -1.07760  0.000917  0.000380  0.023772     2.414
   1.14194  0.03625 -0.04273 -1.08467  0.000952  0.000393  0.022668     2.422
   1.14421  0.03838 -0.04349 -1.09062  0.000991  0.000407  0.021639     2.435
   1.14654  0.04059 -0.04423 -1.09554  0.001032  0.000421  0.020722     2.448
   1.14893  0.04287 -0.04495 -1.09966  0.001074  0.000436  0.019888     2.461
   1.15138  0.04522 -0.04565 -1.10314  0.001117  0.000452  0.018854     2.472
   1.15390  0.04765 -0.04632 -1.10612  0.001159  0.000467  0.018064     2.481
   1.15650  0.05016 -0.04697 -1.10816  0.001208  0.000484  0.017199     2.497
   1.15917  0.05276 -0.04760 -1.10993  0.001253  0.000500  0.016347     2.506
   1.16193  0.05545 -0.04821 -1.11108  0.001303  0.000517  0.015591     2.520
   1.16477  0.05823 -0.04880 -1.11170  0.001355  0.000535  0.014756     2.533
   1.16771  0.06111 -0.04937 -1.11195  0.001408  0.000553  0.014124     2.545
   1.17074  0.06410 -0.04992 -1.11164  0.001465  0.000572  0.013341     2.560
   1.17389  0.06720 -0.05045 -1.11122  0.001519  0.000591  0.012678     2.570
   1.17715  0.07042 -0.05096 -1.11019  0.001581  0.000611  0.012009     2.586
   1.18052  0.07376 -0.05145 -1.10894  0.001643  0.000632  0.011407     2.600
   1.18403  0.07724 -0.05192 -1.10734  0.001708  0.000653  0.010840     2.614
   1.18768  0.08086 -0.05237 -1.10557  0.001774  0.000675  0.010217     2.627
   1.19148  0.08463 -0.05279 -1.10354  0.001842  0.000698  0.009651     2.640
   1.19543  0.08856 -0.05320 -1.10111  0.001917  0.000721  0.009146     2.657
   1.19956  0.09268 -0.05358 -1.09852  0.001992  0.000746  0.008618     2.672
   1.20388  0.09697 -0.05394 -1.09575  0.002070  0.000771  0.008139     2.686
   1.20839  0.10147 -0.05428 -1.09268  0.002153  0.000797  0.007686     2.703
   1.21311  0.10619 -0.05459 -1.08948  0.002239  0.000824  0.007237     2.718
   1.21807  0.11114 -0.05487 -1.08610  0.002328  0.000852  0.006832     2.734
   1.22327  0.11633 -0.05513 -1.08255  0.002422  0.000880  0.006399     2.751
   1.22874  0.12180 -0.05537 -1.07889  0.002517  0.000910  0.006041     2.765
   1.23449  0.12754 -0.05557 -1.07493  0.002622  0.000942  0.005688     2.784
   1.24055  0.13360 -0.05574 -1.07097  0.002725  0.000974  0.005351     2.798
   1.24694  0.13999 -0.05589 -1.06685  0.002835  0.001007  0.005042     2.814
   1.25367  0.14672 -0.05600 -1.06263  0.002948  0.001042  0.004769     2.830
   1.26078  0.15382 -0.05608 -1.05835  0.003065  0.001078  0.004507     2.844
   1.26827  0.16132 -0.05613 -1.05402  0.003183  0.001114  0.004275     2.857
   1.27617  0.16922 -0.05614 -1.04967  0.003306  0.001152  0.004074     2.869
   1.28449  0.17754 -0.05613 -1.04532  0.003429  0.001191  0.003916     2.879
   1.29325  0.18629 -0.05608 -1.04101  0.003551  0.001231  0.003775     2.886
   1.30243  0.19548 -0.05601 -1.03682  0.003669  0.001271  0.003669     2.888
   1.31205  0.20509 -0.05591 -1.03274  0.003786  0.001311  0.003615     2.887
   1.32207  0.21511 -0.05579 -1.02889  0.003896  0.001351  0.003596     2.883
   1.33246  0.22550 -0.05566 -1.02537  0.003992  0.001391  0.003623     2.870
   1.34317  0.23621 -0.05553 -1.02217  0.004078  0.001429  0.003706     2.853
   1.35413  0.24718 -0.05539 -1.01944  0.004146  0.001465  0.003841     2.829
   1.36530  0.25834 -0.05527 -1.01728  0.004192  0.001499  0.004055     2.797
   1.37659  0.26964 -0.05517 -1.01578  0.004216  0.001529  0.004344     2.757
   1.38798  0.28102 -0.05509 -1.01517  0.004209  0.001554  0.004787     2.709
   1.39942  0.29246 -0.05504 -1.01557  0.004173  0.001573  0.005072     2.652
   1.41087  0.30391 -0.05502 -1.01755  0.004088  0.001584  0.005157     2.581
   1.42233  0.31537 -0.05496 -1.01963  0.004045  0.001595  0.005137     2.535
   1.43380  0.32684 -0.05483 -1.02121  0.004052  0.001612  0.005027     2.514
   1.44530  0.33834 -0.05462 -1.02233  0.004091  0.001632  0.004837     2.507
   1.45686  0.34989 -0.05436 -1.02296  0.004154  0.001655  0.004630     2.510
   1.46847  0.36150 -0.05403 -1.02308  0.004241  0.001681  0.004389     2.523
   1.48015  0.37317 -0.05365 -1.02283  0.004339  0.001709  0.004145     2.539
   1.49189  0.38491 -0.05321 -1.02221  0.004454  0.001739  0.003894     2.562
   1.50372  0.39672 -0.05272 -1.02122  0.004574  0.001771  0.003658     2.583
   1.51562  0.40861 -0.05218 -1.01992  0.004706  0.001804  0.003427     2.609
   1.52760  0.42058 -0.05158 -1.01839  0.004842  0.001839  0.003204     2.634
   1.53966  0.43262 -0.05095 -1.01664  0.004989  0.001874  0.002986     2.662
   1.55179  0.44474 -0.05027 -1.01478  0.005138  0.001910  0.002774     2.689
   1.56401  0.45693 -0.04954 -1.01271  0.005294  0.001948  0.002567     2.718
   1.57630  0.46920 -0.04878 -1.01055  0.005455  0.001985  0.002371     2.748
   1.58867  0.48154 -0.04798 -1.00824  0.005620  0.002023  0.002189     2.778
   1.60111  0.49395 -0.04714 -1.00591  0.005790  0.002062  0.002012     2.809
   1.61362  0.50643 -0.04628 -1.00348  0.005964  0.002101  0.001844     2.839
   1.62619  0.51898 -0.04537 -1.00098  0.006144  0.002140  0.001683     2.871
   1.63884  0.53159 -0.04444 -0.99837  0.006328  0.002181  0.001530     2.902
   1.65154  0.54426 -0.04349 -0.99574  0.006516  0.002221  0.001382     2.934
   1.66431  0.55698 -0.04250 -0.99322  0.006711  0.002260  0.001243     2.969
   1.67713  0.56976 -0.04150 -0.99058  0.006913  0.002301  0.001108     3.004
   1.69000  0.58259 -0.04047 -0.98801  0.007117  0.002341  0.000979     3.040
   1.70292  0.59547 -0.03942 -0.98532  0.007329  0.002382  0.000858     3.077
   1.71589  0.60840 -0.03835 -0.98274  0.007550  0.002422  0.000740     3.117
   1.72890  0.62136 -0.03726 -0.98014  0.007776  0.002463  0.000627     3.157
   1.74195  0.63437 -0.03616 -0.97750  0.008009  0.002504  0.000518     3.198
   1.75504  0.64740 -0.03504 -0.97501  0.008251  0.002544  0.000417     3.243
   1.76815  0.66047 -0.03391 -0.97245  0.008503  0.002585  0.000319     3.290
   1.78129  0.67356 -0.03277 -0.96986  0.008763  0.002626  0.000227     3.337
   1.79445  0.68667 -0.03162 -0.96745  0.009032  0.002665  0.000140     3.389
   1.80762  0.69979 -0.03046 -0.96502  0.009317  0.002705  0.000062     3.444
   1.82081  0.71293 -0.02930 -0.96267  0.009611  0.002744 -0.000010     3.502
   1.83400  0.72606 -0.02812 -0.96040  0.009919  0.002783 -0.000077     3.565
   1.84719  0.73920 -0.02694 -0.95819  0.010241  0.002820 -0.000136     3.631
   1.86037  0.75232 -0.02576 -0.95604  0.010577  0.002857 -0.000187     3.702
   1.87352  0.76543 -0.02457 -0.95395  0.010930  0.002894 -0.000230     3.777
   1.88665  0.77850 -0.02338 -0.95195  0.011296  0.002929 -0.000266     3.856
   1.89973  0.79153 -0.02219 -0.95007  0.011679  0.002963 -0.000293     3.942
   1.91275  0.80449 -0.02100 -0.94826  0.012079  0.002996 -0.000313     4.032
   1.92570  0.81739 -0.01981 -0.94648  0.012496  0.003029 -0.000327     4.125
   1.93855  0.83018 -0.01863 -0.94481  0.012929  0.003061 -0.000334     4.224
   1.95127  0.84285 -0.01745 -0.94321  0.013379  0.003092 -0.000337     4.327
   1.96385  0.85537 -0.01629 -0.94170  0.013844  0.003122 -0.000337     4.434
   1.97624  0.86771 -0.01513 -0.94030  0.014324  0.003151 -0.000335     4.546
   1.98841  0.87982 -0.01399 -0.93900  0.014818  0.003178 -0.000331     4.663
   2.00032  0.89168 -0.01286 -0.93783  0.015321  0.003203 -0.000326     4.783
   2.01193  0.90324 -0.01176 -0.93675  0.015832  0.003227 -0.000321     4.906
   2.02320  0.91445 -0.01068 -0.93575  0.016351  0.003249 -0.000315     5.032
   2.03408  0.92529 -0.00964 -0.93485  0.016868  0.003270 -0.000310     5.158
   2.04455  0.93570 -0.00863 -0.93404  0.017383  0.003290 -0.000306     5.284
   2.05456  0.94567 -0.00765 -0.93331  0.017895  0.003307 -0.000301     5.411
   2.06411  0.95517 -0.00672 -0.93266  0.018397  0.003323 -0.000298     5.536
   2.07317  0.96419 -0.00582 -0.93209  0.018883  0.003338 -0.000295     5.658
   2.08174  0.97272 -0.00497 -0.93157  0.019358  0.003351 -0.000292     5.776
   2.08983  0.98077 -0.00416 -0.93111  0.019810  0.003364 -0.000290     5.890
   2.09745  0.98835 -0.00339 -0.93070  0.020235  0.003375 -0.000182     5.996
   2.10462  0.99548 -0.00267 -0.93033  0.020637  0.003385  0.000000     6.097
   2.10916  1.00000 -0.00221 -0.93005  0.020730  0.003393  0.000000     6.110
   2.10916  1.00010 -0.00001  0.93005  0.068760  0.023420  0.000000     2.936
   2.11370  1.00459 -0.00062  0.93054  0.068439  0.023205  0.000000     2.949
   2.11864  1.00950 -0.00120  0.92886  0.067536  0.023464  0.000000     2.878
   2.12404  1.01487 -0.00181  0.92738  0.066432  0.023644  0.000000     2.810
   2.12993  1.02072 -0.00245  0.92592  0.065202  0.023818  0.000000     2.738
   2.13635  1.02711 -0.00312  0.92440  0.063858  0.023992  0.000000     2.662
   2.14336  1.03408 -0.00383  0.92288  0.062399  0.024159  0.000000     2.583
   2.15100  1.04169 -0.00458  0.92134  0.060827  0.024318  0.000000     2.501
   2.15934  1.04999 -0.00536  0.91974  0.059143  0.024466  0.000000     2.417
   2.16844  1.05905 -0.00619  0.91826  0.057347  0.024591  0.000000     2.332
   2.17837  1.06894 -0.00706  0.91699  0.055447  0.024685  0.000000     2.246
   2.18920  1.07973 -0.00797  0.91600  0.053452  0.024741  0.000000     2.160
   2.20102  1.09151 -0.00893  0.91534  0.051376  0.024752  0.000000     2.076
   2.21391  1.10436 -0.00994  0.91517  0.049238  0.024710  0.000000     1.993
   2.22797  1.11838 -0.01099  0.91558  0.047062  0.024611  0.000000     1.912
   2.24331  1.13369 -0.01209  0.91661  0.044873  0.024457  0.000000     1.835
   2.26005  1.15039 -0.01324  0.91819  0.042698  0.024250  0.000000     1.761
   2.27831  1.16861 -0.01443  0.92051  0.040571  0.023993  0.000000     1.691
   2.29824  1.18850 -0.01567  0.92328  0.038514  0.023700  0.000000     1.625
   2.31997  1.21019 -0.01696  0.92706  0.036556  0.023343  0.000000     1.566
   2.34369  1.23387 -0.01828  0.93106  0.034708  0.022973  0.000000     1.511
   2.36956  1.25971 -0.01965  0.93528  0.032983  0.022601  0.000000     1.459
   2.39778  1.28790 -0.02105  0.93971  0.031390  0.022233  0.000000     1.412
   2.42858  1.31865 -0.02248  0.94419  0.029932  0.021881  0.000000     1.368
   2.46217  1.35222 -0.02393  0.94852  0.028596  0.021549  0.000000     1.327
   2.49882  1.38884 -0.02541  0.95278  0.027390  0.021240  0.000000     1.290
   2.53881  1.42880 -0.02690  0.95692  0.026303  0.020948  0.000000     1.256
   2.58243  1.47239 -0.02838  0.96082  0.025328  0.020681  0.000000     1.225
   2.63002  1.51996 -0.02987  0.96449  0.024458  0.020439  0.000000     1.197
   2.68194  1.57186 -0.03133  0.96805  0.023697  0.020229  0.000000     1.171
   2.73859  1.62849 -0.03276  0.97131  0.023024  0.020040  0.000000     1.149
   2.80039  1.69028 -0.03414  0.97432  0.022436  0.019872  0.000000     1.129
   2.86781  1.75769 -0.03545  0.97707  0.021920  0.019723  0.000000     1.111
   2.94137  1.83123 -0.03668  0.97957  0.021471  0.019588  0.000000     1.096
   3.02162  1.91147 -0.03781  0.98184  0.021083  0.019468  0.000000     1.083
   3.10917  1.99902 -0.03881  0.98563  0.020634  0.019264  0.000000     1.071
