#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.87237  0.15033  0.13115  1.44453  0.001630  0.000684  0.020428     2.384
   0.87836  0.14467  0.12916  1.43643  0.001593  0.000671  0.020949     2.375
   0.88425  0.13915  0.12712  1.42751  0.001561  0.000659  0.021351     2.371
   0.89004  0.13375  0.12504  1.41808  0.001530  0.000647  0.021718     2.367
   0.89572  0.12848  0.12291  1.40837  0.001498  0.000635  0.022182     2.360
   0.90129  0.12335  0.12075  1.39795  0.001469  0.000623  0.022549     2.356
   0.90676  0.11834  0.11856  1.38695  0.001442  0.000613  0.022815     2.354
   0.91211  0.11347  0.11634  1.37589  0.001413  0.000602  0.023230     2.349
   0.91734  0.10874  0.11410  1.36411  0.001387  0.000591  0.023503     2.347
   0.92246  0.10414  0.11184  1.35213  0.001361  0.000581  0.023844     2.343
   0.92747  0.09968  0.10956  1.33969  0.001335  0.000571  0.024154     2.339
   0.93236  0.09536  0.10728  1.32683  0.001311  0.000561  0.024423     2.337
   0.93714  0.09117  0.10499  1.31363  0.001288  0.000552  0.024664     2.335
   0.94180  0.08711  0.10270  1.30018  0.001264  0.000542  0.024930     2.332
   0.94634  0.08319  0.10041  1.28632  0.001243  0.000533  0.025108     2.331
   0.95077  0.07940  0.09812  1.27244  0.001219  0.000524  0.025435     2.327
   0.95509  0.07573  0.09584  1.25796  0.001198  0.000515  0.025608     2.326
   0.95929  0.07219  0.09356  1.24335  0.001176  0.000506  0.025841     2.323
   0.96339  0.06878  0.09130  1.22841  0.001155  0.000498  0.026044     2.321
   0.96737  0.06548  0.08906  1.21313  0.001136  0.000489  0.026174     2.321
   0.97126  0.06231  0.08682  1.19776  0.001115  0.000481  0.026377     2.318
   0.97503  0.05925  0.08461  1.18207  0.001096  0.000473  0.026539     2.317
   0.97871  0.05630  0.08241  1.16615  0.001076  0.000465  0.026722     2.315
   0.98229  0.05346  0.08023  1.14989  0.001057  0.000457  0.026838     2.314
   0.98578  0.05073  0.07807  1.13346  0.001038  0.000449  0.027011     2.311
   0.98917  0.04809  0.07593  1.11666  0.001020  0.000441  0.027109     2.310
   0.99247  0.04556  0.07381  1.09974  0.001000  0.000434  0.027349     2.306
   0.99569  0.04312  0.07171  1.08212  0.000984  0.000427  0.027311     2.307
   0.99882  0.04078  0.06963  1.06450  0.000968  0.000419  0.027306     2.307
   1.00187  0.03852  0.06758  1.04695  0.000947  0.000411  0.027613     2.301
   1.00485  0.03636  0.06554  1.02841  0.000933  0.000405  0.027440     2.304
   1.00774  0.03427  0.06353  1.01021  0.000913  0.000397  0.027671     2.299
   1.01057  0.03227  0.06154  0.99122  0.000897  0.000390  0.027662     2.298
   1.01332  0.03035  0.05956  0.97198  0.000880  0.000383  0.027713     2.296
   1.01601  0.02850  0.05761  0.95229  0.000864  0.000376  0.027722     2.294
   1.01863  0.02673  0.05568  0.93221  0.000846  0.000370  0.027798     2.290
   1.02119  0.02502  0.05377  0.91143  0.000831  0.000363  0.027698     2.288
   1.02369  0.02339  0.05188  0.89028  0.000818  0.000357  0.027455     2.290
   1.02613  0.02183  0.05001  0.86915  0.000798  0.000350  0.027680     2.281
   1.02852  0.02032  0.04815  0.84669  0.000787  0.000344  0.027255     2.285
   1.03085  0.01889  0.04631  0.82443  0.000771  0.000338  0.027166     2.282
   1.03313  0.01751  0.04449  0.80147  0.000757  0.000332  0.026902     2.282
   1.03536  0.01620  0.04269  0.77815  0.000740  0.000325  0.026909     2.275
   1.03754  0.01494  0.04091  0.75366  0.000728  0.000319  0.026443     2.277
   1.03968  0.01374  0.03914  0.72898  0.000711  0.000313  0.026344     2.270
   1.04178  0.01260  0.03738  0.70312  0.000699  0.000308  0.025804     2.272
   1.04383  0.01151  0.03564  0.67698  0.000685  0.000302  0.025409     2.269
   1.04584  0.01048  0.03392  0.65002  0.000670  0.000296  0.025090     2.263
   1.04781  0.00950  0.03221  0.62194  0.000660  0.000291  0.024329     2.266
   1.04974  0.00857  0.03051  0.59360  0.000646  0.000285  0.023799     2.262
   1.05164  0.00769  0.02883  0.56413  0.000631  0.000280  0.023299     2.254
   1.05351  0.00686  0.02716  0.53341  0.000622  0.000276  0.022279     2.258
   1.05534  0.00608  0.02550  0.50235  0.000609  0.000271  0.021566     2.251
   1.05714  0.00535  0.02386  0.47020  0.000600  0.000266  0.020407     2.255
   1.05890  0.00467  0.02223  0.43780  0.000588  0.000261  0.019415     2.254
   1.06064  0.00404  0.02061  0.40431  0.000574  0.000255  0.018432     2.250
   1.06235  0.00345  0.01900  0.36890  0.000560  0.000251  0.017476     2.234
   1.06403  0.00292  0.01741  0.33244  0.000560  0.000248  0.015471     2.255
   1.06569  0.00242  0.01583  0.29594  0.000540  0.000243  0.014662     2.225
   1.06732  0.00198  0.01426  0.25793  0.000545  0.000241  0.012250     2.262
   1.06892  0.00158  0.01271  0.22049  0.000517  0.000232  0.011364     2.229
   1.07051  0.00123  0.01116  0.17845  0.000519  0.000234  0.009273     2.216
   1.07206  0.00092  0.00963  0.13899  0.000524  0.000231  0.006841     2.265
   1.07360  0.00066  0.00812  0.09850  0.000487  0.000220  0.005456     2.217
   1.07512  0.00044  0.00662  0.05445  0.000506  0.000227  0.002859     2.233
   1.07662  0.00027  0.00513  0.01262  0.000492  0.000221  0.000684     2.230
   1.07809  0.00014  0.00366 -0.03021  0.000492  0.000221  0.001635     2.230
   1.07955  0.00005  0.00220 -0.07569  0.000467  0.000210  0.004357     2.220
   1.08099  0.00001  0.00076 -0.12030  0.000480  0.000214  0.006596     2.244
   1.08242  0.00000 -0.00066 -0.16587  0.000465  0.000210  0.009673     2.211
   1.08384  0.00005 -0.00209 -0.21167  0.000472  0.000210  0.011839     2.241
   1.08528  0.00013 -0.00352 -0.26010  0.000455  0.000206  0.015522     2.209
   1.08673  0.00027 -0.00496 -0.31056  0.000454  0.000204  0.018267     2.229
   1.08818  0.00045 -0.00641 -0.35926  0.000457  0.000205  0.020831     2.235
   1.08965  0.00069 -0.00785 -0.41049  0.000449  0.000202  0.024671     2.217
   1.09112  0.00098 -0.00929 -0.46372  0.000445  0.000200  0.027957     2.222
   1.09260  0.00133 -0.01073 -0.51555  0.000449  0.000201  0.030492     2.234
   1.09409  0.00173 -0.01217 -0.56828  0.000446  0.000200  0.034120     2.225
   1.09559  0.00220 -0.01359 -0.62019  0.000450  0.000201  0.036521     2.236
   1.09710  0.00273 -0.01501 -0.67180  0.000451  0.000202  0.039552     2.234
   1.09863  0.00332 -0.01642 -0.72269  0.000455  0.000203  0.042006     2.238
   1.10017  0.00398 -0.01781 -0.77206  0.000461  0.000205  0.044104     2.244
   1.10172  0.00470 -0.01918 -0.81971  0.000468  0.000208  0.045930     2.249
   1.10329  0.00548 -0.02054 -0.86625  0.000474  0.000211  0.047864     2.250
   1.10487  0.00633 -0.02187 -0.90942  0.000486  0.000215  0.048313     2.264
   1.10647  0.00725 -0.02318 -0.95038  0.000497  0.000219  0.049251     2.268
   1.10808  0.00823 -0.02446 -0.98882  0.000510  0.000224  0.049588     2.275
   1.10972  0.00928 -0.02572 -1.02455  0.000524  0.000230  0.049587     2.283
   1.11137  0.01038 -0.02695 -1.05725  0.000541  0.000236  0.049086     2.294
   1.11305  0.01155 -0.02815 -1.08717  0.000559  0.000243  0.048426     2.303
   1.11475  0.01278 -0.02933 -1.11425  0.000579  0.000250  0.047443     2.314
   1.11648  0.01408 -0.03047 -1.13790  0.000603  0.000259  0.045822     2.330
   1.11823  0.01543 -0.03158 -1.15989  0.000624  0.000267  0.044954     2.335
   1.12000  0.01684 -0.03267 -1.17928  0.000649  0.000276  0.043426     2.347
   1.12181  0.01831 -0.03372 -1.19580  0.000677  0.000287  0.041495     2.364
   1.12365  0.01984 -0.03475 -1.21062  0.000704  0.000297  0.039998     2.374
   1.12552  0.02142 -0.03574 -1.22310  0.000736  0.000308  0.038103     2.390
   1.12743  0.02306 -0.03671 -1.23423  0.000765  0.000319  0.036587     2.400
   1.12937  0.02477 -0.03765 -1.24355  0.000799  0.000331  0.034820     2.414
   1.13136  0.02653 -0.03856 -1.25121  0.000834  0.000343  0.033016     2.430
   1.13338  0.02835 -0.03944 -1.25738  0.000872  0.000356  0.031217     2.446
   1.13545  0.03023 -0.04030 -1.26246  0.000909  0.000370  0.029615     2.460
   1.13756  0.03217 -0.04114 -1.26609  0.000951  0.000384  0.027838     2.479
   1.13973  0.03418 -0.04195 -1.26890  0.000993  0.000398  0.026311     2.494
   1.14194  0.03625 -0.04273 -1.27094  0.001035  0.000413  0.024897     2.508
   1.14421  0.03838 -0.04349 -1.27189  0.001082  0.000428  0.023348     2.527
   1.14654  0.04059 -0.04423 -1.27215  0.001130  0.000444  0.021938     2.545
   1.14893  0.04287 -0.04495 -1.27181  0.001179  0.000460  0.020636     2.561
   1.15138  0.04522 -0.04565 -1.27078  0.001231  0.000477  0.019330     2.580
   1.15390  0.04765 -0.04632 -1.26922  0.001285  0.000495  0.018108     2.599
   1.15650  0.05016 -0.04697 -1.26728  0.001340  0.000512  0.017002     2.616
   1.15917  0.05276 -0.04760 -1.26472  0.001400  0.000531  0.015839     2.637
   1.16193  0.05545 -0.04821 -1.26186  0.001461  0.000550  0.014804     2.657
   1.16477  0.05823 -0.04880 -1.25854  0.001525  0.000569  0.013773     2.679
   1.16771  0.06111 -0.04937 -1.25499  0.001591  0.000590  0.012850     2.699
   1.17074  0.06410 -0.04992 -1.25103  0.001662  0.000610  0.011911     2.722
   1.17389  0.06720 -0.05045 -1.24683  0.001734  0.000632  0.011049     2.745
   1.17715  0.07042 -0.05096 -1.24235  0.001811  0.000654  0.010221     2.769
   1.18052  0.07376 -0.05145 -1.23764  0.001891  0.000677  0.009436     2.794
   1.18403  0.07724 -0.05192 -1.23276  0.001974  0.000700  0.008711     2.819
   1.18768  0.08086 -0.05237 -1.22769  0.002061  0.000725  0.008024     2.844
   1.19148  0.08463 -0.05279 -1.22240  0.002154  0.000750  0.007347     2.873
   1.19543  0.08856 -0.05320 -1.21697  0.002250  0.000776  0.006726     2.901
   1.19956  0.09268 -0.05358 -1.21139  0.002352  0.000803  0.006132     2.931
   1.20388  0.09697 -0.05394 -1.20565  0.002460  0.000830  0.005561     2.962
   1.20839  0.10147 -0.05428 -1.19980  0.002573  0.000859  0.005029     2.995
   1.21311  0.10619 -0.05459 -1.19382  0.002693  0.000889  0.004519     3.030
   1.21807  0.11114 -0.05487 -1.18779  0.002816  0.000920  0.004069     3.063
   1.22327  0.11633 -0.05513 -1.18168  0.002947  0.000951  0.003640     3.098
   1.22874  0.12180 -0.05537 -1.17545  0.003087  0.000984  0.003223     3.137
   1.23449  0.12754 -0.05557 -1.16920  0.003231  0.001018  0.002853     3.175
   1.24055  0.13360 -0.05574 -1.16290  0.003385  0.001053  0.002502     3.215
   1.24694  0.13999 -0.05589 -1.15658  0.003543  0.001089  0.002193     3.253
   1.25367  0.14672 -0.05600 -1.15025  0.003708  0.001126  0.001913     3.292
   1.26078  0.15382 -0.05608 -1.14392  0.003880  0.001165  0.001656     3.331
   1.26827  0.16132 -0.05613 -1.13761  0.004057  0.001204  0.001431     3.370
   1.27617  0.16922 -0.05614 -1.13135  0.004237  0.001245  0.001241     3.404
   1.28449  0.17754 -0.05613 -1.12515  0.004418  0.001286  0.001084     3.435
   1.29325  0.18629 -0.05608 -1.11903  0.004598  0.001329  0.000957     3.461
   1.30243  0.19548 -0.05601 -1.11302  0.004774  0.001372  0.000862     3.480
   1.31205  0.20509 -0.05591 -1.10712  0.004943  0.001416  0.000795     3.492
   1.32207  0.21511 -0.05579 -1.10140  0.005096  0.001460  0.000769     3.491
   1.33246  0.22550 -0.05566 -1.09588  0.005231  0.001504  0.000779     3.478
   1.34317  0.23621 -0.05553 -1.09061  0.005345  0.001548  0.000821     3.454
   1.35413  0.24718 -0.05539 -1.08565  0.005428  0.001590  0.000907     3.413
   1.36530  0.25834 -0.05527 -1.08108  0.005479  0.001632  0.001038     3.358
   1.37659  0.26964 -0.05517 -1.07699  0.005491  0.001670  0.001222     3.287
   1.38798  0.28102 -0.05509 -1.07350  0.005461  0.001706  0.001469     3.202
   1.39942  0.29246 -0.05504 -1.07077  0.005390  0.001736  0.001785     3.104
   1.41087  0.30391 -0.05502 -1.06911  0.005262  0.001760  0.002210     2.990
   1.42233  0.31537 -0.05496 -1.06789  0.005175  0.001782  0.002556     2.904
   1.43380  0.32684 -0.05483 -1.06668  0.005143  0.001805  0.002777     2.849
   1.44530  0.33834 -0.05462 -1.06537  0.005155  0.001831  0.002895     2.816
   1.45686  0.34989 -0.05436 -1.06387  0.005202  0.001858  0.002927     2.800
   1.46847  0.36150 -0.05403 -1.06213  0.005280  0.001888  0.002890     2.797
   1.48015  0.37317 -0.05365 -1.06015  0.005384  0.001919  0.002799     2.805
   1.49189  0.38491 -0.05321 -1.05793  0.005512  0.001953  0.002667     2.822
   1.50372  0.39672 -0.05272 -1.05547  0.005663  0.001989  0.002503     2.847
   1.51562  0.40861 -0.05218 -1.05283  0.005832  0.002026  0.002320     2.878
   1.52760  0.42058 -0.05158 -1.05003  0.006019  0.002065  0.002126     2.915
   1.53966  0.43262 -0.05095 -1.04708  0.006227  0.002105  0.001921     2.958
   1.55179  0.44474 -0.05027 -1.04403  0.006452  0.002146  0.001714     3.006
   1.56401  0.45693 -0.04954 -1.04093  0.006692  0.002188  0.001510     3.059
   1.57630  0.46920 -0.04878 -1.03776  0.006954  0.002230  0.001306     3.119
   1.58867  0.48154 -0.04798 -1.03459  0.007233  0.002272  0.001109     3.183
   1.60111  0.49395 -0.04714 -1.03144  0.007531  0.002315  0.000919     3.253
   1.61362  0.50643 -0.04628 -1.02833  0.007847  0.002357  0.000740     3.329
   1.62619  0.51898 -0.04537 -1.02529  0.008184  0.002399  0.000570     3.412
   1.63884  0.53159 -0.04444 -1.02233  0.008540  0.002440  0.000413     3.500
   1.65154  0.54426 -0.04349 -1.01949  0.008916  0.002480  0.000269     3.595
   1.66431  0.55698 -0.04250 -1.01676  0.009312  0.002519  0.000139     3.697
   1.67713  0.56976 -0.04150 -1.01416  0.009730  0.002557  0.000024     3.806
   1.69000  0.58259 -0.04047 -1.01169  0.010165  0.002593 -0.000076     3.920
   1.70292  0.59547 -0.03942 -1.00935  0.010620  0.002629 -0.000161     4.040
   1.71589  0.60840 -0.03835 -1.00712  0.011096  0.002663 -0.000231     4.166
   1.72890  0.62136 -0.03726 -1.00500  0.011587  0.002697 -0.000286     4.297
   1.74195  0.63437 -0.03616 -1.00297  0.012097  0.002730 -0.000329     4.431
   1.75504  0.64740 -0.03504 -1.00105  0.012623  0.002762 -0.000360     4.571
   1.76815  0.66047 -0.03391 -0.99925  0.013166  0.002792 -0.000381     4.715
   1.78129  0.67356 -0.03277 -0.99757  0.013723  0.002822 -0.000394     4.863
   1.79445  0.68667 -0.03162 -0.99600  0.014293  0.002850 -0.000400     5.014
   1.80762  0.69979 -0.03046 -0.99453  0.014879  0.002878 -0.000401     5.171
   1.82081  0.71293 -0.02930 -0.99316  0.015475  0.002904 -0.000399     5.329
   1.83400  0.72606 -0.02812 -0.99189  0.016084  0.002929 -0.000395     5.491
   1.84719  0.73920 -0.02694 -0.99070  0.016701  0.002953 -0.000390     5.656
   1.86037  0.75232 -0.02576 -0.98960  0.017329  0.002976 -0.000383     5.823
   1.87352  0.76543 -0.02457 -0.98857  0.017964  0.002998 -0.000376     5.992
   1.88665  0.77850 -0.02338 -0.98761  0.018604  0.003019 -0.000369     6.162
   1.89973  0.79153 -0.02219 -0.98671  0.019248  0.003039 -0.000362     6.333
   1.91275  0.80449 -0.02100 -0.98588  0.019897  0.003059 -0.000356     6.505
   1.92570  0.81739 -0.01981 -0.98510  0.020545  0.003077 -0.000350     6.677
   1.93855  0.83018 -0.01863 -0.98437  0.021194  0.003095 -0.000345     6.848
   1.95127  0.84285 -0.01745 -0.98369  0.021839  0.003112 -0.000340     7.019
   1.96385  0.85537 -0.01629 -0.98306  0.022479  0.003128 -0.000336     7.187
   1.97624  0.86771 -0.01513 -0.98247  0.023111  0.003143 -0.000332     7.353
   1.98841  0.87982 -0.01399 -0.98192  0.023732  0.003158 -0.000328     7.516
   2.00032  0.89168 -0.01286 -0.98140  0.024339  0.003172 -0.000325     7.674
   2.01193  0.90324 -0.01176 -0.98092  0.024926  0.003185 -0.000322     7.827
   2.02320  0.91445 -0.01068 -0.98048  0.025496  0.003197 -0.000319     7.975
   2.03408  0.92529 -0.00964 -0.98006  0.026039  0.003209 -0.000316     8.114
   2.04455  0.93570 -0.00863 -0.97968  0.026552  0.003220 -0.000314     8.245
   2.05456  0.94567 -0.00765 -0.97932  0.027037  0.003231 -0.000312     8.368
   2.06411  0.95517 -0.00672 -0.97898  0.027486  0.003241 -0.000310     8.481
   2.07317  0.96419 -0.00582 -0.97867  0.027894  0.003250 -0.000308     8.582
   2.08174  0.97272 -0.00497 -0.97837  0.028262  0.003259 -0.000307     8.671
   2.08983  0.98077 -0.00416 -0.97809  0.028576  0.003268 -0.000305     8.743
   2.09745  0.98835 -0.00339 -0.96998  0.029032  0.003564 -0.000207     8.146
   2.10462  0.99548 -0.00267 -0.96179  0.029468  0.003875 -0.000203     7.605
   2.10916  1.00000 -0.00221 -0.95672  0.029576  0.004072 -0.000201     7.263
   2.10916  1.00010 -0.00001  0.95672  0.081245  0.021111  0.000000     3.848
   2.11370  1.00459 -0.00062  0.95496  0.080484  0.021338  0.000000     3.772
   2.11864  1.00950 -0.00121  0.95259  0.079407  0.021644  0.000000     3.669
   2.12404  1.01486 -0.00183  0.94927  0.078228  0.022071  0.000000     3.544
   2.12993  1.02071 -0.00249  0.94565  0.076913  0.022538  0.000000     3.413
   2.13635  1.02710 -0.00319  0.94220  0.075437  0.022984  0.000000     3.282
   2.14336  1.03407 -0.00392  0.93892  0.073802  0.023405  0.000000     3.153
   2.15100  1.04167 -0.00471  0.93564  0.072022  0.023825  0.000000     3.023
   2.15934  1.04997 -0.00554  0.93242  0.070095  0.024236  0.000000     2.892
   2.16844  1.05903 -0.00642  0.92933  0.068022  0.024628  0.000000     2.762
   2.17837  1.06891 -0.00735  0.92643  0.065805  0.024992  0.000000     2.633
   2.18920  1.07970 -0.00835  0.92382  0.063452  0.025316  0.000000     2.506
   2.20102  1.09147 -0.00940  0.92160  0.060974  0.025589  0.000000     2.383
   2.21391  1.10431 -0.01051  0.91985  0.058388  0.025800  0.000000     2.263
   2.22797  1.11832 -0.01168  0.91868  0.055717  0.025938  0.000000     2.148
   2.24331  1.13361 -0.01293  0.91819  0.052991  0.025995  0.000000     2.038
   2.26005  1.15030 -0.01424  0.91844  0.050242  0.025967  0.000000     1.935
   2.27831  1.16851 -0.01563  0.91949  0.047509  0.025852  0.000000     1.838
   2.29824  1.18838 -0.01709  0.92135  0.044831  0.025655  0.000000     1.747
   2.31997  1.21006 -0.01863  0.92398  0.042247  0.025385  0.000000     1.664
   2.34369  1.23372 -0.02026  0.92732  0.039792  0.025054  0.000000     1.588
   2.36956  1.25953 -0.02196  0.93126  0.037495  0.024680  0.000000     1.519
   2.39778  1.28770 -0.02375  0.93564  0.035375  0.024280  0.000000     1.457
   2.42858  1.31844 -0.02562  0.94030  0.033445  0.023869  0.000000     1.401
   2.46217  1.35198 -0.02759  0.94510  0.031707  0.023462  0.000000     1.351
   2.49882  1.38857 -0.02964  0.94988  0.030154  0.023071  0.000000     1.307
   2.53881  1.42850 -0.03179  0.95454  0.028778  0.022703  0.000000     1.268
   2.58243  1.47206 -0.03402  0.95899  0.027564  0.022363  0.000000     1.233
   2.63002  1.51960 -0.03635  0.96316  0.026498  0.022053  0.000000     1.202
   2.68194  1.57146 -0.03878  0.96704  0.025564  0.021772  0.000000     1.174
   2.73859  1.62805 -0.04129  0.97062  0.024749  0.021519  0.000000     1.150
   2.80039  1.68980 -0.04390  0.97388  0.024039  0.021294  0.000000     1.129
   2.86781  1.75717 -0.04660  0.97684  0.023424  0.021093  0.000000     1.110
   2.94137  1.83067 -0.04939  0.97951  0.022891  0.020915  0.000000     1.094
   3.02162  1.91087 -0.05227  0.98192  0.022432  0.020757  0.000000     1.081
   3.10917  1.99837 -0.05524  0.98613  0.021887  0.020486  0.000000     1.068
